"","ID","X..of.Rep.","UT.Date...Time","Local.Date...Time","Countries","States","D..Sound","C..Sound","Frag"
"4134","Event 4520-2018","3","2018-10-31 01:12 UT","2018-10-30 21:12								EDT","US","KY, OH","2 no","1 yes 
											
																															
												 2 no","2 no"
"539","Event 4519-2018","1","2018-10-31 00:52 UT","2018-10-30 20:52								EDT","US","GA","1 no","1 no","1 no"
"628","Event 4518-2018","1","2018-10-30 23:44 UT","2018-10-30 19:44								EDT","US","NY","1 no","1 no","1 no"
"728","Event 4517-2018","1","2018-10-30 22:25 UT","2018-10-30 22:25								GMT","GB","England","1 no","1 no","1 no"
"828","Event 4516-2018","1","2018-10-30 22:18 UT","2018-10-30 23:18								CET","FR","Bretagne","1 no","1 no","n/a"
"928","Event 4515-2018","1","2018-10-30 21:46 UT","2018-10-30 22:46								CET","FR","Centre-Val de Loire","1 no","1 no","1 yes"
"1028","Event 4514-2018","1","2018-10-30 21:45 UT","2018-10-30 22:45								CET","IT","Lazio","1 no","1 no","1 no"
"1128","Event 4535-2018","1","2018-10-30 21:03 UT","2018-10-30 21:03								GMT","GB","England","1 no","1 no","1 no"
"1228","Event 4513-2018","1","2018-10-30 20:50 UT","2018-10-30 21:50								CET","SE","Västra Götaland County","1 no","1 no","1 no"
"1328","Event 4512-2018","4","2018-10-30 19:36 UT","2018-10-30 19:36								WET","PT","Aveiro, Porto District, Viana do Castelo","2 no","2 no","3 no"
"1428","Event 4534-2018","2","2018-10-30 19:13 UT","2018-10-30 20:13								CET","FR 
										
									    
																			NL","Friesland, Grand Est","2 no","2 no","2 no"
"1528","Event 4511-2018","1","2018-10-30 11:01 UT","2018-10-30 07:01								EDT","US","GA","n/a","n/a","1 no"
"1628","Event 4510-2018","1","2018-10-30 10:44 UT","2018-10-30 06:44								EDT","US","NY","1 no","1 no","1 no"
"1728","Event 4731-2018","1","2018-10-30 07:00 UT","2018-10-30 03:00								EST","US","NC","1 no","1 no","n/a"
"1828","Event 4509-2018","1","2018-10-30 05:45 UT","2018-10-30 01:45								EDT","US","PA","1 yes","1 no","1 no"
"1928","Event 4508-2018","1","2018-10-30 04:42 UT","2018-10-30 00:42								EDT","US","RI","1 no","1 no","1 no"
"2028","Event 4507-2018","1","2018-10-30 04:27 UT","2018-10-30 00:27								EDT","US","WV","1 no","1 no","1 no"
"2135","Event 4506-2018","1","2018-10-30 04:15 UT","2018-10-29 23:15								CDT","US","MO","1 no","1 yes","1 no"
"2230","Event 4505-2018","1","2018-10-30 02:25 UT","2018-10-29 22:25								EDT","US","NY","1 no","1 no","n/a"
"2328","Event 4504-2018","1","2018-10-30 01:30 UT","2018-10-29 19:30								MDT","CA","Alberta","1 no","1 no","1 yes"
"2428","Event 4503-2018","1","2018-10-30 01:25 UT","2018-10-29 21:25								EDT","US","MD","n/a","1 no","1 no"
"2528","Event 4502-2018","1","2018-10-30 00:20 UT","2018-10-29 21:20								ADT","BM","Devonshire Parish","1 no","1 no","1 yes"
"2628","Event 4501-2018","2","2018-10-29 22:15 UT","2018-10-29 23:15								CET","FR 
										
									    
																			IT","Bourgogne Franche-Comté, Piemonte","1 no","1 yes","2 no"
"2728","Event 4500-2018","6","2018-10-29 17:54 UT","2018-10-29 18:34								2 time zones","GB 
										
									    
																			FR",", Bretagne, England, Hauts-de-France, Normandie","5 no","5 no","3 yes 
											
																															
												 1 no"
"2828","Event 4499-2018","1","2018-10-29 11:15 UT","2018-10-29 07:15								EDT","US","MI","1 no","1 no","1 no"
"2928","Event 4498-2018","1","2018-10-29 11:05 UT","2018-10-29 07:05								EDT","US","NY","1 no","1 no","1 yes"
"3028","Event 4497-2018","1","2018-10-29 08:45 UT","2018-10-29 03:45								CDT","US","TN","1 no","1 no","n/a"
"3135","Event 4495-2018","2","2018-10-29 08:30 UT","2018-10-29 03:30								CDT","US","IA","2 no","2 no","2 yes"
"3230","Event 4494-2018","1","2018-10-29 05:55 UT","2018-10-29 00:55								CDT","US","SD","1 no","1 no","1 no"
"3328","Event 4446-2018","1","2018-10-29 05:30 UT","2018-10-29 02:30								-3 time zones","AR","Buenos Aires Province","1 no","1 no","n/a"
"3428","Event 4493-2018","1","2018-10-29 04:30 UT","2018-10-28 21:30								PDT","US","CA","1 no","1 no","1 no"
"3528","Event 4492-2018","1","2018-10-29 03:49 UT","2018-10-28 22:49								CDT","US","TX","1 no","1 no","1 no"
"3628","Event 4491-2018","1","2018-10-29 02:12 UT","2018-10-28 21:12								CDT","US","OK","1 no","1 no","1 no"
"3728","Event 4490-2018","1","2018-10-29 01:54 UT","2018-10-28 20:54								CDT","CA","Manitoba","1 no","1 no","1 no"
"3828","Event 4489-2018","3","2018-10-29 01:48 UT","2018-10-28 20:48								CDT","US","TX","2 no","3 no","2 yes"
"3928","Event 4488-2018","1","2018-10-29 00:18 UT","2018-10-29 00:18								GMT","GB","England","1 no","1 no","1 no"
"4028","Event 4487-2018","1","2018-10-28 23:54 UT","2018-10-28 18:54								CDT","US","TX","n/a","n/a","n/a"
"4135","Event 4486-2018","4","2018-10-28 22:32 UT","2018-10-28 18:32								EDT","US","CT, MA, ME","3 no","4 no","4 no"
"4230","Event 4485-2018","1","2018-10-28 19:40 UT","2018-10-28 21:40								EET","CY","Larnaca","1 no","1 no","1 yes"
"4328","Event 4484-2018","1","2018-10-28 19:10 UT","2018-10-28 19:10								GMT","GB","Scotland","1 no","1 no","1 no"
"4428","Event 4444-2018","2","2018-10-28 18:44 UT","2018-10-29 02:44								CST","CN","<U+5C71><U+4E1C><U+7701>","1 yes","1 yes","2 yes"
"4528","Event 4445-2018","8","2018-10-28 18:25 UT","2018-10-28 18:25								GMT","GB","England, Wales","7 no","6 no","3 yes 
											
																															
												 3 no"
"4628","Event 4483-2018","1","2018-10-28 06:40 UT","2018-10-28 01:40								CDT","US","MO","1 no","1 no","1 no"
"4728","Event 4482-2018","1","2018-10-28 05:45 UT","2018-10-28 00:45								CDT","US","TX","1 no","1 no","1 no"
"4828","Event 4481-2018","1","2018-10-28 05:39 UT","2018-10-27 21:39								AKDT","US","AK","1 no","1 no","1 no"
"4928","Event 4414-2018","1","2018-10-28 05:15 UT","2018-10-28 02:15								-3 time zones","BR","Pernambuco","1 no","1 no","1 no"
"5028","Event 4480-2018","1","2018-10-28 05:14 UT","2018-10-27 23:14								MDT","US","NM","1 no","1 no","1 no"
"5128","Event 4478-2018","4","2018-10-28 05:11 UT","2018-10-28 01:11								EDT","US","FL, SC","4 no","1 yes 
											
																															
												 3 no","1 yes 
											
																															
												 3 no"
"2136","Event 4479-2018","1","2018-10-28 05:07 UT","2018-10-28 00:07								CDT","US","TX","1 no","1 no","1 no"
"3136","Event 4477-2018","1","2018-10-28 05:00 UT","2018-10-27 23:00								MDT","US","CO","1 no","1 no","n/a"
"4136","Event 4413-2018","1","2018-10-28 04:58 UT","2018-10-28 01:58								-3 time zones","BR","Pernambuco","1 no","1 no","1 no"
"540","Event 4476-2018","1","2018-10-28 04:54 UT","2018-10-28 00:54								EDT","CA","Québec","n/a","n/a","1 no"
"629","Event 4496-2018","1","2018-10-28 03:30 UT","2018-10-27 20:30								PDT","US","CA","1 no","1 no","1 no"
"729","Event 4475-2018","6","2018-10-28 03:07 UT","2018-10-27 20:07								2 time zones","US","CA","6 no","6 no","2 yes 
											
																															
												 2 no"
"829","Event 4474-2018","1","2018-10-28 02:21 UT","2018-10-27 21:21								CDT","US","OK","1 no","1 no","n/a"
"929","Event 4412-2018","22","2018-10-28 01:37 UT","2018-10-27 18:37								2 time zones","US 
										
									    
																			MX","AZ, Baja California, CA, NV","19 no","21 no","1 yes 
											
																															
												 16 no"
"1029","Event 4473-2018","1","2018-10-28 01:01 UT","2018-10-27 19:01								MDT","CA","Alberta","1 no","1 no","1 no"
"1129","Event 4591-2018","1","2018-10-28 00:00 UT","2018-10-27 20:00								EDT","US","SC","1 no","1 no","1 no"
"1229","Event 4472-2018","1","2018-10-27 23:35 UT","2018-10-28 00:35								BST","GB","England","1 no","1 no","n/a"
"1329","Event 4471-2018","1","2018-10-27 22:50 UT","2018-10-27 23:50								GMT","GB","England","1 no","1 no","1 no"
"1429","Event 4470-2018","1","2018-10-27 21:30 UT","2018-10-27 23:30								CET","FR","Bretagne","1 no","1 no","1 no"
"1529","Event 4469-2018","1","2018-10-27 20:30 UT","2018-10-27 21:30								GMT","GB","England","1 no","1 no","1 no"
"1629","Event 4442-2018","4","2018-10-27 20:25 UT","2018-10-27 22:25								CET","FR","Centre-Val de Loire, Nouvelle-Aquitaine, Pays de la Loire","2 no","2 no","1 yes 
											
																															
												 3 no"
"1729","Event 4443-2018","8","2018-10-27 20:06 UT","2018-10-27 22:06								2 time zones","NL","Groningen, Noord-Holland, Utrecht, Zeeland, Zuid-Holland","8 no","8 no","3 yes 
											
																															
												 3 no"
"1829","Event 4463-2018","1","2018-10-27 18:44 UT","2018-10-28 02:44								CST","CN","<U+5C71><U+4E1C><U+7701>","n/a","n/a","1 yes"
"1929","Event 4462-2018","2","2018-10-27 17:13 UT","2018-10-27 18:13								2 time zones","GB","England","2 no","1 no","1 yes 
											
																															
												 1 no"
"2029","Event 4461-2018","4","2018-10-27 16:11 UT","2018-10-27 20:11								4 time zones","MU 
										
									    
																			RE","Plaines Wilhems District, Saint-Paul, Saint-Pierre","4 no","4 no","4 no"
"2137","Event 4468-2018","1","2018-10-27 08:10 UT","2018-10-27 03:10								CDT","US","TX","1 no","1 no","1 no"
"2231","Event 4467-2018","1","2018-10-27 04:25 UT","2018-10-26 21:25								PDT","US","CA","1 no","1 no","1 no"
"2329","Event 4466-2018","2","2018-10-27 03:39 UT","2018-10-26 23:39								EDT","US","FL","1 yes","n/a","2 no"
"2429","Event 4464-2018","1","2018-10-27 03:21 UT","2018-10-26 20:21								PDT","US","CA","1 no","1 no","1 no"
"2529","Event 4465-2018","1","2018-10-27 03:00 UT","2018-10-26 20:00								MST","US","AZ","1 no","1 no","1 no"
"2629","Event 4460-2018","8","2018-10-27 02:44 UT","2018-10-26 22:44								EDT","US","FL","7 no","1 yes 
											
																															
												 7 no","8 no"
"2729","Event 4459-2018","7","2018-10-27 02:17 UT","2018-10-26 19:17								PDT","US","CA","1 yes											
																															
												 3 no","1 yes 
											
																															
												 4 no","4 yes 
											
																															
												 2 no"
"2829","Event 4458-2018","1","2018-10-27 00:00 UT","2018-10-26 20:00								EDT","US","FL","1 no","1 no","1 yes"
"2929","Event 4457-2018","2","2018-10-26 23:11 UT","2018-10-27 00:11								BST","GB","England","2 no","1 yes 
											
																															
												 1 no","2 no"
"3029","Event 4456-2018","2","2018-10-26 21:57 UT","2018-10-26 17:57								EDT","US","MA","1 no","2 no","n/a"
"3137","Event 4447-2018","1","2018-10-26 21:40 UT","2018-10-26 18:40								-3 time zones","BR","Pernambuco","1 no","1 no","1 no"
"3231","Event 4455-2018","2","2018-10-26 20:57 UT","2018-10-26 21:57								BST","GB","England","2 no","2 no","1 no"
"3329","Event 4454-2018","1","2018-10-26 20:30 UT","2018-10-26 22:30								CEST","NL","Noord-Brabant","1 no","1 no","1 no"
"3429","Event 4453-2018","1","2018-10-26 18:38 UT","2018-10-26 19:38								GMT","IE","County Meath","1 no","1 no","1 no"
"3529","Event 4441-2018","19","2018-10-26 17:28 UT","2018-10-26 18:47								3 time zones","NL 
										
									    
																			GB 
										
									    
																			FR","England, Friesland, Hauts-de-France, Noord-Holland, Normandie, Zuid-Holland","13 no","1 yes 
											
																															
												 13 no","3 yes 
											
																															
												 10 no"
"3629","Event 4451-2018","2","2018-10-26 17:20 UT","2018-10-26 19:20								CEST","DK","","2 no","2 no","2 no"
"3729","Event 4452-2018","1","2018-10-26 17:15 UT","2018-10-26 19:15								CEST","NL","Groningen","n/a","n/a","n/a"
"3829","Event 4450-2018","1","2018-10-26 16:00 UT","2018-10-26 20:00								4 time zones","MU","Plaines Wilhems District","1 no","1 no","1 no"
"3929","Event 4439-2018","1","2018-10-26 10:55 UT","2018-10-26 06:55								EDT","US","MD","n/a","n/a","1 no"
"4029","Event 4438-2018","1","2018-10-26 10:55 UT","2018-10-26 06:55								EDT","US","MD","n/a","n/a","1 no"
"4137","Event 4440-2018","1","2018-10-26 10:45 UT","2018-10-26 18:45								CST","CN","Shandong","1 no","1 no","1 no"
"4231","Event 4437-2018","3","2018-10-26 10:25 UT","2018-10-26 05:25								CDT","US","TX","3 no","3 no","1 yes 
											
																															
												 2 no"
"4329","Event 4436-2018","13","2018-10-26 09:54 UT","2018-10-26 05:54								EDT","US","CT, MA, NH, NJ, NY, PA","12 no","2 yes 
											
																															
												 11 no","1 yes 
											
																															
												 8 no"
"4429","Event 4435-2018","1","2018-10-26 09:01 UT","2018-10-26 05:01								EDT","US","OH","1 no","1 no","1 no"
"4529","Event 4411-2018","14","2018-10-26 08:17 UT","2018-10-26 01:17								2 time zones","US","AZ, CA","2 yes											
																															
												 9 no","1 yes 
											
																															
												 10 no","5 yes 
											
																															
												 7 no"
"4629","Event 4434-2018","1","2018-10-26 06:15 UT","2018-10-25 23:15								PDT","US","NV","1 no","1 no","1 no"
"4729","Event 4433-2018","1","2018-10-26 03:55 UT","2018-10-26 04:55								BST","GB","England","1 no","1 no","1 no"
"4829","Event 4533-2018","2","2018-10-26 02:00 UT","2018-10-25 21:00								CDT","US","TX","1 yes											
																															
												 1 no","1 yes 
											
																															
												 1 no","1 no"
"4929","Event 4432-2018","1","2018-10-26 02:00 UT","2018-10-25 22:00								EDT","US","NY","n/a","n/a","n/a"
"5029","Event 4431-2018","1","2018-10-26 00:45 UT","2018-10-25 20:45								EDT","US","NC","1 no","1 no","1 no"
"5129","Event 4430-2018","1","2018-10-25 22:57 UT","2018-10-25 23:57								BST","GB","Scotland","1 no","1 no","1 no"
"2138","Event 4429-2018","1","2018-10-25 21:59 UT","2018-10-25 23:59								CEST","DE","Niedersachsen","1 no","1 no","1 no"
"3138","Event 4428-2018","2","2018-10-25 19:24 UT","2018-10-25 21:24								2 time zones","FR","Bretagne","1 no","1 no","2 no"
"4138","Event 4427-2018","1","2018-10-25 18:51 UT","2018-10-25 20:51								CEST","SI","Kranj","1 no","1 no","1 no"
"541","Event 4426-2018","1","2018-10-25 18:05 UT","2018-10-25 19:05								CET","DZ","<U+0648><U+0644><U+0627><U+064A><U+0629> <U+0623><U+062F><U+0631><U+0627><U+0631>","1 no","1 no","1 no"
"630","Event 4425-2018","2","2018-10-25 17:00 UT","2018-10-25 18:00								BST","GB","England","1 no","1 no","1 yes 
											
																															
												 1 no"
"730","Event 4409-2018","1","2018-10-25 16:00 UT","2018-10-25 18:00								CEST","IT","Lazio","n/a","n/a","1 no"
"830","Event 4410-2018","1","2018-10-25 12:30 UT","2018-10-25 19:30								IT?","TH","Surat Thani","1 no","1 no","n/a"
"930","Event 4408-2018","1","2018-10-25 08:30 UT","2018-10-25 04:30								EDT","US","FL","n/a","1 no","1 no"
"1030","Event 4424-2018","1","2018-10-25 08:23 UT","2018-10-25 02:23								MDT","US","WY","1 no","1 no","1 no"
"1130","Event 4423-2018","1","2018-10-25 08:00 UT","2018-10-25 01:00								PDT","US","CA","1 no","1 no","1 no"
"1230","Event 4407-2018","6","2018-10-25 06:17 UT","2018-10-25 00:17								MDT","US","CO, NM","6 no","6 no","5 no"
"1330","Event 4406-2018","1","2018-10-25 05:45 UT","2018-10-24 23:45								MDT","US","NM","n/a","n/a","n/a"
"1430","Event 4405-2018","1","2018-10-25 04:50 UT","2018-10-25 00:50								EDT","US","NC","1 no","1 no","1 no"
"1530","Event 4404-2018","1","2018-10-25 02:25 UT","2018-10-24 22:25								EDT","US","MD","n/a","1 no","1 no"
"1630","Event 4403-2018","2","2018-10-25 02:22 UT","2018-10-24 22:22								EDT","US","CT, MA","2 no","2 no","1 no"
"1730","Event 4422-2018","1","2018-10-25 02:00 UT","2018-10-24 22:00								EDT","US","NC","1 no","1 no","1 yes"
"1830","Event 4402-2018","1","2018-10-25 01:19 UT","2018-10-24 20:19								CDT","US","WI","1 no","1 no","1 no"
"1930","Event 4401-2018","1","2018-10-25 00:03 UT","2018-10-24 20:03								EDT","US","VA","1 no","1 no","n/a"
"2030","Event 4400-2018","1","2018-10-25 00:00 UT","2018-10-24 20:00								EDT","US","MI","1 no","1 no","1 no"
"2139","Event 4399-2018","1","2018-10-24 23:56 UT","2018-10-25 00:56								BST","GB","England","1 no","1 no","1 no"
"2232","Event 4398-2018","48","2018-10-24 23:29 UT","2018-10-24 19:31								2 time zones","US",", MD, NC, SC, VA","1 yes											
																															
												 33 no","1 yes 
											
																															
												 31 no","6 yes 
											
																															
												 28 no"
"2330","Event 4421-2018","1","2018-10-24 23:20 UT","2018-10-25 00:20								BST","GB","England","1 no","1 no","1 no"
"2430","Event 4385-2018","2","2018-10-24 22:45 UT","2018-10-24 18:45								EDT","US","NJ, VA","2 no","2 no","2 no"
"2530","Event 4384-2018","1","2018-10-24 17:30 UT","2018-10-24 23:00								IST","IN","Meghalaya","n/a","n/a","n/a"
"2630","Event 4420-2018","1","2018-10-24 17:25 UT","2018-10-24 18:25								BST","GB","England","1 no","1 no","1 no"
"2730","Event 4383-2018","2","2018-10-24 16:55 UT","2018-10-24 18:55								CEST","FR","Bourgogne Franche-Comté","1 no","1 no","2 no"
"2830","Event 4382-2018","73","2018-10-24 16:38 UT","2018-10-24 18:39								2 time zones","IT 
										
									    
																			FR 
										
									    
																			CH",", Aargau, Auvergne-Rhône-Alpes, Bern, Bourgogne Franche-Comté, Corse, Emilia-Romagna, Friuli-Venezia Giulia, Lazio, Liguria, Lombardia, Marche, Neuchâtel, Piemonte, Provence-Alpes-Côte d'Azur, Toscana, Trentino-South Tyrol, Umbria, Valle d'Aosta, Veneto","59 no","1 yes 
											
																															
												 58 no","5 yes 
											
																															
												 59 no"
